"Carritos",,,"Panal",,,"1_cp",,,"2_ca",,,"3_pa",,,"hexagonal",,,"Panal",,,"lluvia",,
"Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento","Tiempo","Fuerza","Desplazamiento"
"seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm","seg","N","mm"
,,,"124.85","788.5456","20.79853",,,,,,,"124.85","157.7854","20.79857",,,,,,,,,
,,,"124.86","788.4979","20.80022",,,,,,,"124.86","157.7377","20.80024",,,,,,,,,
,,,"124.87","788.4979","20.80187",,,,,,,"124.87","159.3113","20.80189",,,,,,,,,
,,,"124.88","788.5456","20.80354",,,,,,,"124.88","158.4053","20.80354",,,,,,,,,
,,,"124.89","788.5933","20.80518",,,,,,,"124.89","157.0702","20.80521",,,,,,,,,
,,,"124.9","788.5933","20.80684",,,,,,,"124.9","155.4966","20.80691",,,,,,,,,
,,,"124.91","788.5933","20.80853",,,,,,,"124.91","154.4952","20.80859",,,,,,,,,
,,,"124.92","788.5933","20.81022",,,,,,,"124.92","155.7827","20.81026",,,,,,,,,
,,,"124.93","788.5933","20.8119",,,,,,,"124.93","156.1165","20.81191",,,,,,,,,
,,,"124.94","788.5933","20.81355",,,,,,,"124.94","156.7364","20.81355",,,,,,,,,
,,,"124.95","788.5933","20.8152",,,,,,,"124.95","155.4966","20.81521",,,,,,,,,
,,,"124.96","788.5933","20.81684",,,,,,,"124.96","155.4012","20.8169",,,,,,,,,
,,,"124.97","788.5933","20.81852",,,,,,,"124.97","155.8304","20.81857",,,,,,,,,
,,,"124.98","788.5933","20.82021",,,,,,,"124.98","159.1682","20.82025",,,,,,,,,
,,,"124.99","788.5933","20.82189",,,,,,,"124.99","158.1669","20.8219",,,,,,,,,
,,,"125","788.5933","20.82355",,,,,,,"125","156.7364","20.82354",,,,,,,,,
,,,"125.01","788.5933","20.82519",,,,,,,"125.01","156.8317","20.8252",,,,,,,,,
,,,"125.02","788.5933","20.82684",,,,,,,"125.02","157.0702","20.82689",,,,,,,,,
,,,"125.03","788.5933","20.82851",,,,,,,"125.03","156.6887","20.82858",,,,,,,,,
,,,"125.04","788.641","20.83021",,,,,,,"125.04","156.5456","20.83026",,,,,,,,,
,,,"125.05","788.6887","20.8319",,,,,,,"125.05","156.3072","20.83192",,,,,,,,,
,,,"125.06","788.6887","20.83356",,,,,,,"125.06","157.69","20.83356",,,,,,,,,
,,,"125.07","788.6887","20.83521",,,,,,,"125.07","158.6437","20.83521",,,,,,,,,
,,,"125.08","788.6887","20.83685",,,,,,,"125.08","157.3563","20.83689",,,,,,,,,
,,,"125.09","788.6887","20.83852",,,,,,,"125.09","154.6383","20.83857",,,,,,,,,
,,,"125.1","788.6887","20.8402",,,,,,,"125.1","156.9271","20.84025",,,,,,,,,
,,,"125.11","788.6887","20.84188",,,,,,,"125.11","155.9258","20.84192",,,,,,,,,
,,,"125.12","788.6887","20.84354",,,,,,,"125.12","156.9271","20.84356",,,,,,,,,
,,,"125.13","788.6887","20.8452",,,,,,,"125.13","158.8821","20.84521",,,,,,,,,
,,,"125.14","788.6887","20.84684",,,,,,,"125.14","157.4516","20.84687",,,,,,,,,
,,,"125.15","788.6887","20.84851",,,,,,,"125.15","157.5947","20.84857",,,,,,,,,
,,,"125.16","788.6887","20.8502",,,,,,,"125.16","158.9298","20.85026",,,,,,,,,
,,,"125.17","788.6887","20.8519",,,,,,,"125.17","157.547","20.85193",,,,,,,,,
,,,"125.18","788.6887","20.85356",,,,,,,"125.18","157.4516","20.85357",,,,,,,,,
,,,"125.19","788.6887","20.85522",,,,,,,"125.19","158.596","20.85521",,,,,,,,,
,,,"125.2","788.6887","20.85686",,,,,,,"125.2","159.502","20.85687",,,,,,,,,
,,,"125.21","788.6887","20.85851",,,,,,,"125.21","158.8821","20.85855",,,,,,,,,
,,,"125.22","788.8317","20.86019",,,,,,,"125.22","157.2609","20.86023",,,,,,,,,
,,,"125.23","788.8317","20.86188",,,,,,,"125.23","157.4516","20.86191",,,,,,,,,
,,,"125.24","788.8317","20.86354",,,,,,,"125.24","159.2159","20.86355",,,,,,,,,
,,,"125.25","788.8317","20.86521",,,,,,,"125.25","156.8317","20.86521",,,,,,,,,
,,,"125.26","788.8317","20.86685",,,,,,,"125.26","157.3563","20.86687",,,,,,,,,
,,,"125.27","788.8317","20.8685",,,,,,,"125.27","158.2146","20.86855",,,,,,,,,
,,,"125.28","788.8317","20.87018",,,,,,,"125.28","158.3576","20.87025",,,,,,,,,
,,,"125.29","788.8317","20.87187",,,,,,,"125.29","159.502","20.87192",,,,,,,,,
,,,"125.3","788.8317","20.87355",,,,,,,"125.3","159.1682","20.87358",,,,,,,,,
,,,"125.31","788.8317","20.87522",,,,,,,"125.31","156.5933","20.87522",,,,,,,,,
,,,"125.32","788.9271","20.87687",,,,,,,"125.32","158.7868","20.87687",,,,,,,,,
,,,"125.33","788.9271","20.87852",,,,,,,"125.33","158.3099","20.87854",,,,,,,,,
,,,"125.34","789.0701","20.88019",,,,,,,"125.34","159.9312","20.88024",,,,,,,,,
,,,"125.35","789.0701","20.88187",,,,,,,"125.35","160.1696","20.88192",,,,,,,,,
,,,"125.36","789.1178","20.88355",,,,,,,"125.36","159.7404","20.88357",,,,,,,,,
,,,"125.37","789.1655","20.88522",,,,,,,"125.37","158.5007","20.88522",,,,,,,,,
,,,"125.38","789.1655","20.88686",,,,,,,"125.38","157.69","20.88686",,,,,,,,,
,,,"125.39","789.2609","20.88851",,,,,,,"125.39","157.6424","20.88854",,,,,,,,,
,,,"125.4","789.2609","20.89018",,,,,,,"125.4","158.6437","20.89024",,,,,,,,,
,,,"125.41","789.3085","20.89186",,,,,,,"125.41","159.359","20.89192",,,,,,,,,
,,,"125.42","789.4039","20.89355",,,,,,,"125.42","159.8358","20.89359",,,,,,,,,
,,,"125.43","789.4039","20.89523",,,,,,,"125.43","161.2663","20.89524",,,,,,,,,
,,,"125.44","789.4516","20.89688",,,,,,,"125.44","159.9312","20.89688",,,,,,,,,
,,,"125.45","789.4993","20.89853",,,,,,,"125.45","160.265","20.89854",,,,,,,,,
,,,"125.46","789.4993","20.90018",,,,,,,"125.46","158.6914","20.90023",,,,,,,,,
,,,"125.47","789.6423","20.90185",,,,,,,"125.47","157.2132","20.90191",,,,,,,,,
,,,"125.48","789.6423","20.90354",,,,,,,"125.48","159.4067","20.90358",,,,,,,,,
,,,"125.49","789.6423","20.90522",,,,,,,"125.49","159.0252","20.90523",,,,,,,,,
,,,"125.5","789.69","20.90688",,,,,,,"125.5","158.7868","20.90688",,,,,,,,,
,,,"125.51","789.7377","20.90852",,,,,,,"125.51","157.3086","20.90854",,,,,,,,,
,,,"125.52","789.7377","20.91018",,,,,,,"125.52","160.2173","20.91023",,,,,,,,,
,,,"125.53","789.7377","20.91185",,,,,,,"125.53","160.7895","20.91193",,,,,,,,,
,,,"125.54","789.8331","20.91355",,,,,,,"125.54","161.5524","20.91359",,,,,,,,,
,,,"125.55","789.8331","20.91524",,,,,,,"125.55","160.3127","20.91525",,,,,,,,,
,,,"125.56","789.8331","20.91689",,,,,,,"125.56","159.6928","20.91689",,,,,,,,,
,,,"125.57","789.9761","20.91854",,,,,,,"125.57","160.408","20.91854",,,,,,,,,
,,,"125.58","789.9761","20.92019",,,,,,,"125.58","159.3113","20.92021",,,,,,,,,
,,,"125.59","789.9761","20.92184",,,,,,,"125.59","161.7432","20.92191",,,,,,,,,
,,,"125.6","790.0715","20.92353",,,,,,,"125.6","161.9816","20.92358",,,,,,,,,
,,,"125.61","790.0715","20.92521",,,,,,,"125.61","160.1219","20.92524",,,,,,,,,
,,,"125.62","790.0715","20.92687",,,,,,,"125.62","159.0252","20.92689",,,,,,,,,
,,,"125.63","790.0715","20.92853",,,,,,,"125.63","159.6928","20.92854",,,,,,,,,
,,,"125.64","790.1669","20.93018",,,,,,,"125.64","159.7404","20.93021",,,,,,,,,
,,,"125.65","790.2145","20.93184",,,,,,,"125.65","159.6451","20.93191",,,,,,,,,
,,,"125.66","790.2145","20.93353",,,,,,,"125.66","163.6028","20.93359",,,,,,,,,
,,,"125.67","790.3099","20.93522",,,,,,,"125.67","163.7459","20.93526",,,,,,,,,
,,,"125.68","790.3576","20.9369",,,,,,,"125.68","161.6001","20.93691",,,,,,,,,
,,,"125.69","790.4053","20.93855",,,,,,,"125.69","159.8835","20.93855",,,,,,,,,
,,,"125.7","790.5006","20.9402",,,,,,,"125.7","159.9789","20.94021",,,,,,,,,
,,,"125.71","790.5483","20.94184",,,,,,,"125.71","160.0266","20.9419",,,,,,,,,
,,,"125.72","790.6437","20.94352",,,,,,,"125.72","159.7404","20.94357",,,,,,,,,
,,,"125.73","790.6914","20.94521",,,,,,,"125.73","161.4571","20.94525",,,,,,,,,
,,,"125.74","790.7867","20.94689",,,,,,,"125.74","159.8835","20.9469",,,,,,,,,
,,,"125.75","790.8344","20.94854",,,,,,,"125.75","160.3127","20.94854",,,,,,,,,
,,,"125.76","790.8821","20.95019",,,,,,,"125.76","159.7881","20.9502",,,,,,,,,
,,,"125.77","790.9775","20.95183",,,,,,,"125.77","161.7432","20.95189",,,,,,,,,
,,,"125.78","791.0251","20.95351",,,,,,,"125.78","163.7459","20.95358",,,,,,,,,
,,,"125.79","791.1205","20.95521",,,,,,,"125.79","163.8889","20.95526",,,,,,,,,
,,,"125.8","791.1205","20.9569",,,,,,,"125.8","163.6505","20.95692",,,,,,,,,
,,,"125.81","791.2159","20.95856",,,,,,,"125.81","160.9325","20.95856",,,,,,,,,
,,,"125.82","791.2159","20.96021",,,,,,,"125.82","163.0783","20.96021",,,,,,,,,
,,,"125.83","791.3589","20.96185",,,,,,,"125.83","162.5538","20.96187",,,,,,,,,
,,,"125.84","791.3589","20.96351",,,,,,,"125.84","159.8835","20.96356",,,,,,,,,
,,,"125.85","791.4066","20.96521",,,,,,,"125.85","162.0293","20.96524",,,,,,,,,
,,,"125.86","791.4543","20.96688",,,,,,,"125.86","163.0783","20.96691",,,,,,,,,
,,,"125.87","791.502","20.96855",,,,,,,"125.87","162.8399","20.96855",,,,,,,,,
,,,"125.88","791.5974","20.9702",,,,,,,"125.88","160.5511","20.97021",,,,,,,,,
,,,"125.89","791.5974","20.97185",,,,,,,"125.89","159.6451","20.97187",,,,,,,,,
,,,"125.9","791.5974","20.97351",,,,,,,"125.9","160.5988","20.97357",,,,,,,,,
,,,"125.91","791.5974","20.97521",,,,,,,"125.91","162.3631","20.97526",,,,,,,,,
,,,"125.92","791.6927","20.9769",,,,,,,"125.92","164.5565","20.97693",,,,,,,,,
,,,"125.93","791.6927","20.97857",,,,,,,"125.93","165.1764","20.97857",,,,,,,,,
,,,"125.94","791.6927","20.98023",,,,,,,"125.94","163.2214","20.98021",,,,,,,,,
,,,"125.95","791.7881","20.98186",,,,,,,"125.95","162.9353","20.98187",,,,,,,,,
,,,"125.96","791.7881","20.98351",,,,,,,"125.96","161.8862","20.98355",,,,,,,,,
,,,"125.97","791.8358","20.98519",,,,,,,"125.97","160.2173","20.98523",,,,,,,,,
,,,"125.98","791.9312","20.98688",,,,,,,"125.98","161.0279","20.98691",,,,,,,,,
,,,"125.99","791.9312","20.98855",,,,,,,"125.99","162.8876","20.98855",,,,,,,,,
,,,"126","792.0265","20.99021",,,,,,,"126","162.2677","20.9902",,,,,,,,,
,,,"126.01","792.0265","20.99185",,,,,,,"126.01","163.8412","20.99187",,,,,,,,,
,,,"126.02","792.1696","20.99351",,,,,,,"126.02","161.171","20.99355",,,,,,,,,
,,,"126.03","792.1696","20.99519",,,,,,,"126.03","159.7404","20.99525",,,,,,,,,
,,,"126.04","792.265","20.99687",,,,,,,"126.04","160.408","20.99692",,,,,,,,,
,,,"126.05","792.265","20.99856",,,,,,,"126.05","161.6478","20.99858",,,,,,,,,
,,,"126.06","792.3126","21.00023",,,,,,,"126.06","161.171","21.00022",,,,,,,,,
,,,"126.07","792.3603","21.00187",,,,,,,"126.07","161.8862","21.00187",,,,,,,,,
,,,"126.08","792.3603","21.00352",,,,,,,"126.08","162.5538","21.00354",,,,,,,,,
,,,"126.09","792.3603","21.00518",,,,,,,"126.09","163.5075","21.00523",,,,,,,,,
,,,"126.1","792.408","21.00686",,,,,,,"126.1","162.1246","21.00691",,,,,,,,,
,,,"126.11","792.5034","21.00855",,,,,,,"126.11","163.5075","21.00857",,,,,,,,,
,,,"126.12","792.5034","21.01022",,,,,,,"126.12","164.0797","21.01021",,,,,,,,,
,,,"126.13","792.5034","21.01186",,,,,,,"126.13","163.6505","21.01186",,,,,,,,,
,,,"126.14","792.5988","21.01352",,,,,,,"126.14","165.2241","21.01354",,,,,,,,,
,,,"126.15","792.5988","21.01518",,,,,,,"126.15","163.5075","21.01523",,,,,,,,,
,,,"126.16","792.6464","21.01686",,,,,,,"126.16","164.032","21.01692",,,,,,,,,
,,,"126.17","792.7418","21.01856",,,,,,,"126.17","164.2704","21.01859",,,,,,,,,
,,,"126.18","792.7418","21.02023",,,,,,,"126.18","163.0783","21.02024",,,,,,,,,
,,,"126.19","792.8372","21.02188",,,,,,,"126.19","161.3617","21.02188",,,,,,,,,
,,,"126.2","792.8372","21.02353",,,,,,,"126.2","162.4584","21.02354",,,,,,,,,
,,,"126.21","792.8848","21.02518",,,,,,,"126.21","162.9829","21.02523",,,,,,,,,
,,,"126.22","792.9325","21.02685",,,,,,,"126.22","163.2214","21.02691",,,,,,,,,
,,,"126.23","792.9325","21.02854",,,,,,,"126.23","163.6982","21.02858",,,,,,,,,
,,,"126.24","793.0756","21.03022",,,,,,,"126.24","160.6941","21.03023",,,,,,,,,
,,,"126.25","793.0756","21.03189",,,,,,,"126.25","159.0729","21.03188",,,,,,,,,
,,,"126.26","793.0756","21.03352",,,,,,,"126.26","159.2159","21.03354",,,,,,,,,
,,,"126.27","793.1232","21.03518",,,,,,,"126.27","159.2636","21.03523",,,,,,,,,
,,,"126.28","793.1709","21.03685",,,,,,,"126.28","159.3113","21.03692",,,,,,,,,
,,,"126.29","793.1709","21.03855",,,,,,,"126.29","159.4067","21.03859",,,,,,,,,
,,,"126.3","793.1709","21.04024",,,,,,,"126.3","159.4543","21.04025",,,,,,,,,
,,,"126.31","793.314","21.04189",,,,,,,"126.31","159.5497","21.04189",,,,,,,,,
,,,"126.32","793.314","21.04354",,,,,,,"126.32","159.5974","21.04354",,,,,,,,,
,,,"126.33","793.314","21.04519",,,,,,,"126.33","159.6451","21.04521",,,,,,,,,
,,,"126.34","793.314","21.04684",,,,,,,"126.34","159.6451","21.0469",,,,,,,,,
,,,"126.35","793.4094","21.04853",,,,,,,"126.35","159.7881","21.04857",,,,,,,,,
,,,"126.36","793.4094","21.05021",,,,,,,"126.36","159.7881","21.05024",,,,,,,,,
,,,"126.37","793.4094","21.05187",,,,,,,"126.37","159.8358","21.05189",,,,,,,,,
,,,"126.38","793.5047","21.05353",,,,,,,"126.38","159.8835","21.05353",,,,,,,,,
,,,"126.39","793.5047","21.05518",,,,,,,"126.39","159.9312","21.05521",,,,,,,,,
,,,"126.4","793.5524","21.05683",,,,,,,"126.4","160.0266","21.05691",,,,,,,,,
,,,"126.41","793.6478","21.05853",,,,,,,"126.41","160.0266","21.05858",,,,,,,,,
,,,"126.42","793.6478","21.06022",,,,,,,"126.42","160.1219","21.06025",,,,,,,,,
,,,"126.43","793.6478","21.0619",,,,,,,"126.43","160.1219","21.0619",,,,,,,,,
,,,"126.44","793.7432","21.06355",,,,,,,"126.44","160.2173","21.06354",,,,,,,,,
,,,"126.45","793.7432","21.06519",,,,,,,"126.45","160.2173","21.06521",,,,,,,,,
,,,"126.46","793.8385","21.06684",,,,,,,"126.46","160.3603","21.0669",,,,,,,,,
,,,"126.47","793.8862","21.06852",,,,,,,"126.47","160.3603","21.06857",,,,,,,,,
,,,"126.48","793.8862","21.07021",,,,,,,"126.48","160.4557","21.07025",,,,,,,,,
,,,"126.49","793.9816","21.07187",,,,,,,"126.49","160.4557","21.0719",,,,,,,,,
,,,"126.5","793.9816","21.07354",,,,,,,"126.5","160.4557","21.07354",,,,,,,,,
,,,"126.51","794.0292","21.07519",,,,,,,"126.51","160.5988","21.0752",,,,,,,,,
,,,"126.52","794.1246","21.07683",,,,,,,"126.52","160.5988","21.07689",,,,,,,,,
,,,"126.53","794.1246","21.07851",,,,,,,"126.53","160.5988","21.07857",,,,,,,,,
,,,"126.54","794.1246","21.08021",,,,,,,"126.54","160.6941","21.08025",,,,,,,,,
,,,"126.55","794.22","21.08188",,,,,,,"126.55","160.6941","21.08192",,,,,,,,,
,,,"126.56","794.22","21.08356",,,,,,,"126.56","160.7418","21.08355",,,,,,,,,
,,,"126.57","794.22","21.08521",,,,,,,"126.57","160.7895","21.0852",,,,,,,,,
,,,"126.58","794.2676","21.08685",,,,,,,"126.58","160.8372","21.08687",,,,,,,,,
,,,"126.59","794.3153","21.08851",,,,,,,"126.59","160.9325","21.08856",,,,,,,,,
,,,"126.6","794.3153","21.0902",,,,,,,"126.6","160.9802","21.09025",,,,,,,,,
,,,"126.61","794.4107","21.09188",,,,,,,"126.61","161.0279","21.09191",,,,,,,,,
,,,"126.62","794.4584","21.09355",,,,,,,"126.62","161.0756","21.09355",,,,,,,,,
,,,"126.63","794.4584","21.0952",,,,,,,"126.63","161.171","21.09521",,,,,,,,,
,,,"126.64","794.5061","21.09684",,,,,,,"126.64","161.2186","21.09687",,,,,,,,,
,,,"126.65","794.5538","21.09851",,,,,,,"126.65","161.2663","21.09857",,,,,,,,,
,,,"126.66","794.5538","21.1002",,,,,,,"126.66","161.314","21.10026",,,,,,,,,
,,,"126.67","794.6014","21.1019",,,,,,,"126.67","161.3617","21.10193",,,,,,,,,
,,,"126.68","794.6968","21.10356",,,,,,,"126.68","161.4094","21.10357",,,,,,,,,
,,,"126.69","794.6968","21.10523",,,,,,,"126.69","161.5047","21.10521",,,,,,,,,
,,,"126.7","794.6968","21.10686",,,,,,,"126.7","161.5047","21.10687",,,,,,,,,
,,,"126.71","794.7922","21.10851",,,,,,,"126.71","161.5524","21.10855",,,,,,,,,
,,,"126.72","794.7922","21.11019",,,,,,,"126.72","161.6001","21.11024",,,,,,,,,
,,,"126.73","794.7922","21.11188",,,,,,,"126.73","161.6001","21.11191",,,,,,,,,
,,,"126.74","794.8876","21.11354",,,,,,,"126.74","161.7432","21.11356",,,,,,,,,
,,,"126.75","794.8876","21.11521",,,,,,,"126.75","161.7432","21.1152",,,,,,,,,
,,,"126.76","794.9352","21.11684",,,,,,,"126.76","161.7908","21.11687",,,,,,,,,
,,,"126.77","795.0306","21.1185",,,,,,,"126.77","161.8385","21.11855",,,,,,,,,
,,,"126.78","795.0306","21.12018",,,,,,,"126.78","161.8862","21.12025",,,,,,,,,
,,,"126.79","795.126","21.12187",,,,,,,"126.79","161.9339","21.12193",,,,,,,,,
,,,"126.8","795.126","21.12355",,,,,,,"126.8","161.9816","21.12358",,,,,,,,,
,,,"126.81","795.126","21.12522",,,,,,,"126.81","162.077","21.12522",,,,,,,,,
,,,"126.82","795.269","21.12686",,,,,,,"126.82","162.077","21.12687",,,,,,,,,
,,,"126.83","795.269","21.12851",,,,,,,"126.83","162.1723","21.12855",,,,,,,,,
,,,"126.84","795.269","21.13018",,,,,,,"126.84","162.1723","21.13024",,,,,,,,,
,,,"126.85","795.3644","21.13186",,,,,,,"126.85","162.22","21.13192",,,,,,,,,
,,,"126.86","795.3644","21.13354",,,,,,,"126.86","162.3154","21.13357",,,,,,,,,
,,,"126.87","795.3644","21.13522",,,,,,,"126.87","162.3154","21.13522",,,,,,,,,
,,,"126.88","795.412","21.13686",,,,,,,"126.88","162.3631","21.13688",,,,,,,,,
,,,"126.89","795.4597","21.13851",,,,,,,"126.89","162.4107","21.13854",,,,,,,,,
,,,"126.9","795.4597","21.14018",,,,,,,"126.9","162.4584","21.14024",,,,,,,,,
,,,"126.91","795.5074","21.14186",,,,,,,"126.91","162.5538","21.14192",,,,,,,,,
,,,"126.92","795.6028","21.14355",,,,,,,"126.92","162.5538","21.14358",,,,,,,,,
,,,"126.93","795.6028","21.14523",,,,,,,"126.93","162.6015","21.14523",,,,,,,,,
,,,"126.94","795.6982","21.14688",,,,,,,"126.94","162.6492","21.14688",,,,,,,,,
,,,"126.95","795.6982","21.14853",,,,,,,"126.95","162.6492","21.14854",,,,,,,,,
,,,"126.96","795.6982","21.15018",,,,,,,"126.96","162.7445","21.15023",,,,,,,,,
,,,"126.97","795.7935","21.15185",,,,,,,"126.97","162.7445","21.15191",,,,,,,,,
,,,"126.98","795.8412","21.15354",,,,,,,"126.98","162.7922","21.15358",,,,,,,,,
,,,"126.99","795.8412","21.15522",,,,,,,"126.99","162.8876","21.15523",,,,,,,,,
,,,"127","795.8412","21.15689",,,,,,,"127","162.8876","21.15688",,,,,,,,,
,,,"127.01","795.8889","21.15852",,,,,,,"127.01","162.9353","21.15854",,,,,,,,,
,,,"127.02","795.9366","21.16018",,,,,,,"127.02","162.9829","21.16023",,,,,,,,,
,,,"127.03","795.9366","21.16185",,,,,,,"127.03","162.9829","21.16192",,,,,,,,,
,,,"127.04","795.9366","21.16355",,,,,,,"127.04","163.126","21.16359",,,,,,,,,
,,,"127.05","795.9843","21.16523",,,,,,,"127.05","163.126","21.16525",,,,,,,,,
,,,"127.06","796.032","21.16689",,,,,,,"127.06","163.2214","21.16689",,,,,,,,,
,,,"127.07","796.032","21.16854",,,,,,,"127.07","163.2214","21.16853",,,,,,,,,
,,,"127.08","796.0797","21.17018",,,,,,,"127.08","163.269","21.17021",,,,,,,,,
,,,"127.09","796.175","21.17184",,,,,,,"127.09","163.3167","21.1719",,,,,,,,,
,,,"127.1","796.175","21.17353",,,,,,,"127.1","163.3167","21.17357",,,,,,,,,
,,,"127.11","796.175","21.17521",,,,,,,"127.11","163.3644","21.17524",,,,,,,,,
,,,"127.12","796.2704","21.17687",,,,,,,"127.12","163.4598","21.17687",,,,,,,,,
,,,"127.13","796.2704","21.17853",,,,,,,"127.13","163.4598","21.17853",,,,,,,,,
,,,"127.14","796.2704","21.18018",,,,,,,"127.14","159.5974","21.18021",,,,,,,,,
,,,"127.15","796.4135","21.18183",,,,,,,"127.15","131.5117","21.18191",,,,,,,,,
,,,"127.16","796.4135","21.18352",,,,,,,"127.16","130.5103","21.18358",,,,,,,,,
,,,"127.17","796.4135","21.18522",,,,,,,"127.17","129.6043","21.18525",,,,,,,,,
,,,"127.18","796.5088","21.18689",,,,,,,"127.18","131.6071","21.1869",,,,,,,,,
,,,"127.19","796.5088","21.18855",,,,,,,"127.19","133.2283","21.18854",,,,,,,,,
,,,"127.2","796.5088","21.19019",,,,,,,"127.2","133.0853","21.19021",,,,,,,,,
,,,"127.21","796.5565","21.19184",,,,,,,"127.21","132.8945","21.1919",,,,,,,,,
,,,"127.22","796.6519","21.19352",,,,,,,"127.22","133.419","21.19357",,,,,,,,,
,,,"127.23","796.6519","21.19521",,,,,,,"127.23","132.9422","21.19525",,,,,,,,,
,,,"127.24","796.6519","21.19689",,,,,,,"127.24","133.0853","21.1969",,,,,,,,,
,,,"127.25","796.6995","21.19854",,,,,,,"127.25","134.9449","21.19854",,,,,,,,,
,,,"127.26","796.7472","21.20019",,,,,,,"127.26","133.9436","21.2002",,,,,,,,,
,,,"127.27","796.7472","21.20183",,,,,,,"127.27","133.419","21.20189",,,,,,,,,
,,,"127.28","796.7472","21.20351",,,,,,,"127.28","132.513","21.20358",,,,,,,,,
,,,"127.29","796.7472","21.20521",,,,,,,"127.29","131.6071","21.20525",,,,,,,,,
,,,"127.3","796.8426","21.2069",,,,,,,"127.3","134.325","21.20691",,,,,,,,,
,,,"127.31","796.8426","21.20856",,,,,,,"127.31","134.8972","21.20855",,,,,,,,,
,,,"127.32","796.8426","21.21021",,,,,,,"127.32","132.7515","21.21021",,,,,,,,,
,,,"127.33","796.8426","21.21185",,,,,,,"127.33","132.8945","21.21187",,,,,,,,,
,,,"127.34","796.9379","21.21351",,,,,,,"127.34","133.419","21.21356",,,,,,,,,
,,,"127.35","796.9856","21.2152",,,,,,,"127.35","136.7092","21.21524",,,,,,,,,
,,,"127.36","796.9856","21.21688",,,,,,,"127.36","133.6098","21.2169",,,,,,,,,
,,,"127.37","797.0333","21.21855",,,,,,,"127.37","133.8482","21.21854",,,,,,,,,
,,,"127.38","797.081","21.2202",,,,,,,"127.38","135.1357","21.22021",,,,,,,,,
,,,"127.39","797.081","21.22185",,,,,,,"127.39","135.994","21.22187",,,,,,,,,
,,,"127.4","797.081","21.22351",,,,,,,"127.4","136.8523","21.22357",,,,,,,,,
,,,"127.41","797.2241","21.22521",,,,,,,"127.41","136.2324","21.22526",,,,,,,,,
,,,"127.42","797.2241","21.2269",,,,,,,"127.42","135.994","21.22693",,,,,,,,,
,,,"127.43","797.2241","21.22857",,,,,,,"127.43","134.2297","21.22857",,,,,,,,,
,,,"127.44","797.3194","21.23022",,,,,,,"127.44","134.7065","21.23021",,,,,,,,,
,,,"127.45","797.3194","21.23186",,,,,,,"127.45","137.3291","21.23187",,,,,,,,,
,,,"127.46","797.3671","21.23351",,,,,,,"127.46","138.4735","21.23355",,,,,,,,,
,,,"127.47","797.4148","21.23519",,,,,,,"127.47","136.1847","21.23524",,,,,,,,,
,,,"127.48","797.5101","21.23688",,,,,,,"127.48","133.1329","21.23691",,,,,,,,,
,,,"127.49","797.5579","21.23855",,,,,,,"127.49","137.0907","21.23856",,,,,,,,,
,,,"127.5","797.6055","21.24021",,,,,,,"127.5","138.4735","21.24021",,,,,,,,,
,,,"127.51","797.6532","21.24185",,,,,,,"127.51","137.0907","21.24187",,,,,,,,,
,,,"127.52","797.7009","21.2435",,,,,,,"127.52","136.0893","21.24356",,,,,,,,,
,,,"127.53","797.7963","21.24518",,,,,,,"127.53","135.5648","21.24525",,,,,,,,,
,,,"127.54","797.8916","21.24687",,,,,,,"127.54","136.1847","21.24693",,,,,,,,,
,,,"127.55","797.8916","21.24855",,,,,,,"127.55","136.3754","21.24858",,,,,,,,,
,,,"127.56","797.987","21.25022",,,,,,,"127.56","135.5648","21.25022",,,,,,,,,
,,,"127.57","798.0347","21.25186",,,,,,,"127.57","136.2324","21.25187",,,,,,,,,
,,,"127.58","798.13","21.25351",,,,,,,"127.58","135.4218","21.25354",,,,,,,,,
,,,"127.59","798.13","21.25518",,,,,,,"127.59","135.9463","21.25524",,,,,,,,,
,,,"127.6","798.2254","21.25686",,,,,,,"127.6","136.6138","21.25691",,,,,,,,,
,,,"127.61","798.2254","21.25855",,,,,,,"127.61","135.6602","21.25857",,,,,,,,,
,,,"127.62","798.3685","21.26022",,,,,,,"127.62","137.1861","21.26022",,,,,,,,,
,,,"127.63","798.3685","21.26186",,,,,,,"127.63","135.2787","21.26186",,,,,,,,,
,,,"127.64","798.4161","21.26351",,,,,,,"127.64","133.5621","21.26354",,,,,,,,,
,,,"127.65","798.4638","21.26518",,,,,,,"127.65","134.6588","21.26523",,,,,,,,,
